x	y	z	L	slope
372115.578973	7647039.891725	755.727684	3159.434159	18.559763
372125.541403	7647039.025713	752.654985	3169.434159	18.559763
372135.503834	7647038.159701	749.582286	3179.434159	18.559763
372145.466264	7647037.293689	746.509586	3189.434159	18.559763
372155.402573	7647036.181048	743.681579	3199.432569	18.559763
372165.325380	7647034.940924	740.980053	3209.432569	18.559763
372175.248187	7647033.700801	738.278528	3219.432569	18.559763
372185.170993	7647032.460677	735.577003	3229.432569	18.559763
372195.033770	7647030.821954	733.085723	3239.430558	18.559763
372204.881687	7647029.084560	730.646489	3249.430558	18.559763
372214.729604	7647027.347167	728.207254	3259.430558	18.559763
372224.577520	7647025.609773	725.768019	3269.430558	18.559763
372234.425437	7647023.872380	723.328785	3279.430558	18.559763
372244.348191	7647022.989694	721.126287	3289.392494	18.559763
372254.348191	7647022.989236	719.168147	3299.392494	18.559763
372264.348191	7647022.988778	717.210008	3309.392494	18.559763
372274.348191	7647022.988321	715.251869	3319.392494	18.559763
372284.348191	7647022.987738	713.293708	3329.392494	18.559763
372294.348191	7647022.987128	711.335542	3339.392494	18.559763
372304.348191	7647022.986518	709.377376	3349.392494	18.559763
372314.338516	7647022.820899	707.428569	3359.384191	18.559763
372324.270065	7647021.652857	705.536614	3369.384191	18.559763
372334.201615	7647020.484815	703.644659	3379.384191	18.559763
372344.133164	7647019.316772	701.752705	3389.384191	18.559763
372354.064714	7647018.148730	699.860750	3399.384191	18.559763
372363.996264	7647016.980688	697.968795	3409.384191	18.559763
372373.954877	7647016.077351	695.893377	3419.383691	18.559763
372383.917315	7647015.211428	693.792028	3429.383691	18.559763
372393.879753	7647014.345505	691.690678	3439.383691	18.559763
372403.842192	7647013.479582	689.589329	3449.383691	18.559763
372413.804630	7647012.613658	687.487980	3459.383691	18.559763
372423.767068	7647011.747735	685.386631	3469.383691	18.559763
372433.705024	7647010.662444	683.099753	3479.380732	18.559763
372443.613247	7647009.310733	680.587553	3489.380732	18.559763
372453.521470	7647007.959022	678.075354	3499.380732	18.559763
372463.421558	7647006.549071	675.573302	3509.380718	18.559763
372473.322331	7647005.153319	673.075642	3519.379389	18.559763
372483.322331	7647005.153150	670.840425	3529.379389	18.559763
372493.322331	7647005.152980	668.605208	3539.379389	18.559763
372503.322331	7647005.152811	666.369991	3549.379389	18.559763
372513.322331	7647005.152641	664.134774	3559.379389	18.559763
372523.322331	7647005.152471	661.899557	3569.379389	18.559763
